Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      5.24     0.00       17     0.00     0.00  sub_10060af0()
  0.00      5.24     0.00       17     0.00     0.00  sub_10061c80()
  0.00      5.24     0.00       17     0.00     0.00  sub_100c9860()
  0.00      5.24     0.00       17     0.00     0.00  fpuinsns::fsqrt()
  0.00      5.24     0.00       16     0.00     0.00  sub_10019570()
  0.00      5.24     0.00       16     0.00     0.00  sub_10055070()
  0.00      5.24     0.00       16     0.00     0.00  sub_100580e0()
  0.00      5.24     0.00       16     0.00     0.00  sub_1006cc20()
  0.00      5.24     0.00       16     0.00     0.00  sub_1006d5d0()
  0.00      5.24     0.00       16     0.00     0.00  sub_1006d6f0()
  0.00      5.24     0.00       15     0.00     0.01  sub_1001de20()
  0.00      5.24     0.00       14     0.00     0.00  sub_1004c1f0()
  0.00      5.24     0.00       14     0.00     0.00  sub_1004c2a0()
  0.00      5.24     0.00       14     0.00     0.00  sub_1006fa20()
  0.00      5.24     0.00       13     0.00     0.00  sub_100cd50a()
  0.00      5.24     0.00       12     0.00     0.00  sub_10007d40()
  0.00      5.24     0.00       12     0.00     0.00  sub_10055430()
  0.00      5.24     0.00       12     0.00     0.00  sub_10055480()
  0.00      5.24     0.00       12     0.00     0.00  sub_10058050()
  0.00      5.24     0.00       12     0.00     0.00  sub_100584c0()
  0.00      5.24     0.00       12     0.00     0.00  sub_10066d40()
  0.00      5.24     0.00       12     0.00     0.00  sub_1006cc10()
  0.00      5.24     0.00       10     0.00     0.00  sub_100076c0()
  0.00      5.24     0.00       10     0.00     0.01  sub_1001d460()
  0.00      5.24     0.00       10     0.00     0.01  sub_1001d490()
  0.00      5.24     0.00       10     0.00     0.00  sub_1001f1a0()
  0.00      5.24     0.00       10     0.00     0.00  sub_10031d10()
  0.00      5.24     0.00       10     0.00     0.00  sub_10049d80()
  0.00      5.24     0.00       10     0.00     0.00  sub_1004b6d0()
  0.00      5.24     0.00       10     0.00     1.66  sub_1004b6f0()
  0.00      5.24     0.00       10     0.00     1.66  sub_1004b8b0()
  0.00      5.24     0.00       10     0.00     0.00  sub_1004b950()
  0.00      5.24     0.00       10     0.00     0.00  sub_1004fc40()
  0.00      5.24     0.00       10     0.00     1.30  sub_1004fc90()
  0.00      5.24     0.00       10     0.00     0.17  sub_10051c50()
  0.00      5.24     0.00       10     0.00     0.00  sub_100523c0()
  0.00      5.24     0.00       10     0.00     1.00  sub_10052760()
  0.00      5.24     0.00       10     0.00     0.00  sub_10059060()
  0.00      5.24     0.00       10     0.00     0.00  sub_100597a0()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005b640()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005b750()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005c0e0()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005c280()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005c6c0()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005c800()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005c860()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005cae0()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005ea40()
  0.00      5.24     0.00       10     0.00     0.00  sub_1005f0b0()
  0.00      5.24     0.00       10     0.00     0.00  sub_10068230()
  0.00      5.24     0.00       10     0.00     0.00  sub_10068430()
  0.00      5.24     0.00       10     0.00     0.00  sub_100684e0()
  0.00      5.24     0.00       10     0.00     0.00  sub_10069830()
  0.00      5.24     0.00       10     0.00     0.00  sub_100699a0()
  0.00      5.24     0.00       10     0.00     0.00  sub_1006ef80()
  0.00      5.24     0.00        9     0.00     0.00  sub_100071e0()
  0.00      5.24     0.00        9     0.00     0.00  sub_10058500()
  0.00      5.24     0.00        8     0.00     0.00  sub_100044e0()
  0.00      5.24     0.00        8     0.00    56.27  sub_10019620()
  0.00      5.24     0.00        8     0.00    34.09  sub_1001c7f0()
  0.00      5.24     0.00        8     0.00     0.01  sub_1004a850()
  0.00      5.24     0.00        8     0.00     0.00  sub_1004c430()
  0.00      5.24     0.00        8     0.00     0.00  sub_10058340()
  0.00      5.24     0.00        8     0.00     0.00  sub_100608b0()
  0.00      5.24     0.00        8     0.00     0.00  sub_10061b60()
  0.00      5.24     0.00        8     0.00     0.00  sub_10064a10()
  0.00      5.24     0.00        8     0.00     0.00  sub_10064a70()
  0.00      5.24     0.00        8     0.00     0.00  sub_10064ad0()
  0.00      5.24     0.00        8     0.00     0.00  sub_10064b00()
  0.00      5.24     0.00        8     0.00     0.00  sub_10064c50()
  0.00      5.24     0.00        8     0.00     0.00  sub_100653c0()
  0.00      5.24     0.00        8     0.00     0.00  sub_100677c0()
  0.00      5.24     0.00        8     0.00     0.00  sub_1006cc80()
  0.00      5.24     0.00        8     0.00     0.00  sub_1006efa0()
  0.00      5.24     0.00        8     0.00     0.00  sub_1006f930()
  0.00      5.24     0.00        8     0.00     0.00  sub_10070510()
  0.00      5.24     0.00        8     0.00     0.00  sub_100ca881()
  0.00      5.24     0.00        7     0.00     0.00  sub_10004110()
  0.00      5.24     0.00        7     0.00     0.00  sub_10026b60()
  0.00      5.24     0.00        6     0.00     0.00  sub_10007490()
  0.00      5.24     0.00        6     0.00     0.00  sub_1001d700()
  0.00      5.24     0.00        6     0.00     0.00  sub_1001d730()
  0.00      5.24     0.00        6     0.00     0.00  sub_1004a030()
  0.00      5.24     0.00        6     0.00     0.00  sub_10054730()
  0.00      5.24     0.00        6     0.00     0.00  sub_10062760()
  0.00      5.24     0.00        6     0.00     0.00  sub_1006a220()
  0.00      5.24     0.00        6     0.00     0.00  sub_1006d160()
  0.00      5.24     0.00        6     0.00     0.00  sub_1006d180()
  0.00      5.24     0.00        6     0.00     0.00  sub_1006e8f0()
  0.00      5.24     0.00        6     0.00     0.01  kernel32::CreateFileA()
  0.00      5.24     0.00        5     0.00    14.12  sub_10004520()
  0.00      5.24     0.00        5     0.00    18.59  sub_10004740()
  0.00      5.24     0.00        5     0.00     0.01  sub_100074f0()
  0.00      5.24     0.00        5     0.00     0.05  sub_100075b0()
  0.00      5.24     0.00        5     0.00     4.89  sub_1000b9f0()
  0.00      5.24     0.00        5     0.00     4.89  sub_1000c580()
  0.00      5.24     0.00        5     0.00     0.00  sub_10019eb0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001d1c0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001d220()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001d4c0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001d4f0()
  0.00      5.24     0.00        5     0.00     0.00  sub_1001d760()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001d790()
  0.00      5.24     0.00        5     0.00     0.00  sub_1001d7f0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001ddc0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001ddf0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001deb0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001e000()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001e360()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001e390()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001e3c0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001e3f0()
  0.00      5.24     0.00        5     0.00     0.01  sub_1001e420()
  0.00      5.24     0.00        5     0.00     0.00  sub_1004e300()
  0.00      5.24     0.00        5     0.00     0.00  sub_1004e340()
  0.00      5.24     0.00        5     0.00     0.04  sub_10050520()
  0.00      5.24     0.00        5     0.00     0.00  sub_10055700()
  0.00      5.24     0.00        5     0.00     0.00  sub_100557c0()
  0.00      5.24     0.00        5     0.00     0.00  sub_10059860()
  0.00      5.24     0.00        5     0.00     0.00  sub_1005a390()
  0.00      5.24     0.00        5     0.00     0.00  sub_10062860()
  0.00      5.24     0.00        5     0.00     0.00  sub_10063e30()
  0.00      5.24     0.00        5     0.00     0.00  sub_10069ee0()
  0.00      5.24     0.00        5     0.00     3.82  sub_1006a010()
  0.00      5.24     0.00        5     0.00     0.71  sub_1006bc30()
  0.00      5.24     0.00        5     0.00     0.00  sub_1006dce0()
  0.00      5.24     0.00        5     0.00     0.00  sub_100ca62f()
  0.00      5.24     0.00        5     0.00     0.00  GetFileContents(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      5.24     0.00        4     0.00     3.02  sub_10009310()
  0.00      5.24     0.00        4     0.00     0.00  sub_10009670()
  0.00      5.24     0.00        4     0.00     3.02  sub_1000b930()
  0.00      5.24     0.00        4     0.00     0.00  sub_1000bf80()
  0.00      5.24     0.00        4     0.00     0.00  sub_1000c430()
  0.00      5.24     0.00        4     0.00     2.50  sub_100194d0()
  0.00      5.24     0.00        4     0.00    68.17  sub_1001b540()
  0.00      5.24     0.00        4     0.00     0.00  sub_1001d160()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001d190()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001d1f0()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001d520()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001d550()
  0.00      5.24     0.00        4     0.00     0.00  sub_1001d7c0()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001d8b0()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001d8e0()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001da30()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001da60()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001daf0()
  0.00      5.24     0.00        4     0.00     0.01  sub_1001db20()
  0.00      5.24     0.00        4     0.00     0.00  sub_1001f550()
  0.00      5.24     0.00        4     0.00     0.00  sub_100217f0()
  0.00      5.24     0.00        4     0.00     0.00  sub_100218d0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10022a80()
  0.00      5.24     0.00        4     0.00     0.00  sub_10022be0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10025c00()
  0.00      5.24     0.00        4     0.00     0.00  sub_10031b90()
  0.00      5.24     0.00        4     0.00     0.00  sub_10049882()
  0.00      5.24     0.00        4     0.00     0.00  sub_10049e10()
  0.00      5.24     0.00        4     0.00     0.00  sub_1004a6d0()
  0.00      5.24     0.00        4     0.00     0.00  sub_100503e0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10055040()
  0.00      5.24     0.00        4     0.00     0.00  sub_100554b0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10055620()
  0.00      5.24     0.00        4     0.00     0.00  sub_10055f40()
  0.00      5.24     0.00        4     0.00     0.00  sub_10057ea0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10064570()
  0.00      5.24     0.00        4     0.00     0.00  sub_10064dc0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10064f10()
  0.00      5.24     0.00        4     0.00     0.00  sub_10065e70()
  0.00      5.24     0.00        4     0.00     0.00  sub_10066c80()
  0.00      5.24     0.00        4     0.00     0.00  sub_10067e60()
  0.00      5.24     0.00        4     0.00     0.00  sub_10067eb0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10067ef0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10068590()
  0.00      5.24     0.00        4     0.00     0.00  sub_1006a2f0()
  0.00      5.24     0.00        4     0.00     0.00  sub_1006a320()
  0.00      5.24     0.00        4     0.00     0.71  sub_1006c130()
  0.00      5.24     0.00        4     0.00     0.00  sub_1006c340()
  0.00      5.24     0.00        4     0.00     0.00  sub_1006d1a0()
  0.00      5.24     0.00        4     0.00     0.00  sub_1006d250()
  0.00      5.24     0.00        4     0.00     0.00  sub_1006d3e0()
  0.00      5.24     0.00        4     0.00     0.00  sub_10070590()
  0.00      5.24     0.00        4     0.00     0.00  kernel32::CloseHandle()
  0.00      5.24     0.00        3     0.00     0.00  sub_10001670()
  0.00      5.24     0.00        3     0.00     0.27  sub_10003a90()
  0.00      5.24     0.00        3     0.00     0.00  sub_10004bc0()
  0.00      5.24     0.00        3     0.00     0.00  sub_10019530()
  0.00      5.24     0.00        3     0.00     0.00  sub_1001a500()
  0.00      5.24     0.00        3     0.00     0.00  sub_1001d3a0()
  0.00      5.24     0.00        3     0.00     0.01  sub_1001d3d0()
  0.00      5.24     0.00        3     0.00     0.00  sub_1001ef70()
  0.00      5.24     0.00        3     0.00     1.12  sub_10032f40()
  0.00      5.24     0.00        3     0.00     1.12  sub_10032fa0()
  0.00      5.24     0.00        3     0.00     0.00  sub_10049ea0()
  0.00      5.24     0.00        3     0.00     0.00  sub_10049ed0()
  0.00      5.24     0.00        3     0.00     0.00  sub_1004b2c0()
  0.00      5.24     0.00        3     0.00     0.00  sub_1004c330()
  0.00      5.24     0.00        3     0.00     0.00  sub_10052c90()
  0.00      5.24     0.00        3     0.00     0.00  sub_10052ce0()
  0.00      5.24     0.00        3     0.00     0.00  sub_10052ec0()
  0.00      5.24     0.00        3     0.00     0.00  sub_10054250()
  0.00      5.24     0.00        3     0.00     0.00  sub_100542a0()
  0.00      5.24     0.00        3     0.00     0.00  sub_100542c0()
  0.00      5.24     0.00        3     0.00     0.00  sub_100542d0()
  0.00      5.24     0.00        3     0.00     0.00  sub_1005f300()
  0.00      5.24     0.00        3     0.00     0.00  sub_10064410()
  0.00      5.24     0.00        3     0.00     0.71  sub_100686f0()
  0.00      5.24     0.00        3     0.00     0.00  sub_1006a450()
  0.00      5.24     0.00        3     0.00     0.00  sub_1006a490()
  0.00      5.24     0.00        3     0.00     0.00  sub_1006e770()
  0.00      5.24     0.00        3     0.00     0.00  sub_1006e990()
  0.00      5.24     0.00        3     0.00     0.02  sub_10076900()
  0.00      5.24     0.00        3     0.00     3.33  sub_11005ea6()
  0.00      5.24     0.00        3     0.00     0.28  advapi32::RegOpenKeyExA()
  0.00      5.24     0.00        3     0.00     0.28  advapi32::RegQueryValueExA()
  0.00      5.24     0.00        3     0.00     0.00  kernel32::GetFileSize()
  0.00      5.24     0.00        2     0.00    23.94  sub_100016e0()
  0.00      5.24     0.00        2     0.00     4.46  sub_10004020()
  0.00      5.24     0.00        2     0.00     1.12  sub_100073c0()
  0.00      5.24     0.00        2     0.00     0.00  sub_100078b0()
  0.00      5.24     0.00        2     0.00     0.00  sub_10007b40()
  0.00      5.24     0.00        2     0.00     0.01  sub_10009270()
  0.00      5.24     0.00        2     0.00   258.83  sub_1000a710()
  0.00      5.24     0.00        2     0.00     0.01  sub_1001d2b0()
  0.00      5.24     0.00        2     0.00     0.00  sub_1001d640()
  0.00      5.24     0.00        2     0.00     0.01  sub_1001e090()
  0.00      5.24     0.00        2     0.00     0.00  sub_1001e0c0()
  0.00      5.24     0.00        2     0.00     0.01  sub_1001e2d0()
  0.00      5.24     0.00        2     0.00     0.01  sub_1001e300()
  0.00      5.24     0.00        2     0.00     0.01  sub_1001e330()
  0.00      5.24     0.00        2     0.00     0.00  sub_100230c0()
  0.00      5.24     0.00        2     0.00     3.33  sub_10025a00()
  0.00      5.24     0.00        2     0.00     3.33  sub_10025fb0()
  0.00      5.24     0.00        2     0.00     3.33  sub_10026040()
  0.00      5.24     0.00        2     0.00     0.00  sub_100496ba()
  0.00      5.24     0.00        2     0.00     0.01  sub_1004a270()
  0.00      5.24     0.00        2     0.00     0.01  sub_1004aaa0()
  0.00      5.24     0.00        2     0.00     0.00  sub_1004b690()
  0.00      5.24     0.00        2     0.00     0.00  sub_1004d140()
  0.00      5.24     0.00        2     0.00     0.00  sub_1004d710()
